tag_id,tag_name,tag_category
17271,xylose_fermentation,
17274,xylose_metabolism,
17306,VHG,
17310,bamboo,
17398,inhibitor-tolerance,
17417,fermentation feedstock,
17480,ultrasound-assisted extraction,
17491,sweet sorghum,
17531,Candida tenuis xylose reductase,
17580,polymer synthesis,
17617,contamination,
17652,low calorie,
17687,low-caloric sweetener,
17704,stress-tolerance,
17707,seagrass,
17722,redox homeostasis,
17724,cosmetic applications,
17837,flavor_compound,
17842,fermentation optimization,
17846,ultrasound-assisted,
17858,TCA cycle,
17859,glyoxylate cycle,
17918,acetyl-CoA-derived,
17929,nutrient_supplement,
17952,methylated alkaloid,
17954,protopine,
17957,benzophenanthridine,
17961,P450 intermediate,
17985,asthma drug,
17988,monomethylated,
17994,chocolate,
17997,derivative,
18002,biofuel_precursor,
18017,personal_care,
18027,heterologous pathway,
18030,biosynthetic_precursor,
18031,shunt_product,
18032,reduced_monoterpene,
18035,MIA,
18046,biosynthetic_intermediate,
18047,lathyrane,
18048,drug_precursor,
18049,oxidized_diterpenoid,
18050,oxidized_casbene,
18057,jolkinol_precursor,
18058,food_dye,
18059,natural_pigment,
18073,fluorescent_probe,
18077,novel_compound,
18109,mitochondrial_engineering,
18112,P450_engineering,
18115,de_novo_production,
18117,energetic plasticizer precursor,
18118,pharmaceutical building block,
18119,lignocellulosic biomass conversion,
18140,peroxisome_compartmentalization,
18142,tryptamine,
18158,degradation,
18166,pharmaceutical_intermediate,
18168,monolignol,
18173,enzymatic_synthesis,
18179,antiproliferative,
18191,C5-alcohol,
18195,yeast-production,
18202,chiral_intermediate,
18204,cardiovascular_protection,
18207,microcirculation_regulation,
18210,bioactive_compound,
18214,chassis_compound,
18218,wastewater-treatment,
18219,dye-removal,
18249,fermentation residue,
18268,recombinant_yeast,
18269,xylose_reductase,
18273,osmotolerant,
18288,resveratrol derivative,
18302,promoter_engineering,
18309,health_supplement,
18321,glycosylated natural product,
18344,cannabinoid_precursor,
18375,plant-derived aromatic compound,
18382,dietary_supplement,
18383,therapeutic_agent,
18406,biosynthetic,
18407,flavonoid_mixture,
18408,nutraceutical_blend,
18421,yeast_metabolic_engineering,
18429,dairy_derived,
18473,unsaturated,
18494,hepatitis_treatment,
18499,methylated,
18501,clinical_stage,
18504,PLK1_inhibitor,
18507,lifespan_extension,
18510,yeast_fermentation,
18521,reporter_protein,
18522,biomarker,
18530,dynamic regulation,
18540,flavor_fragrance,
18543,pharmaceutical_precursor,
18545,alkaloid_precursor,
18546,plant_metabolite,
18550,hydroxylated_monoterpene,
18552,diverted_flux,
18575,rubber-precursor,
18576,fuel-additive,
18577,pesticide-intermediate,
18584,violacein precursor,
18585,heterologous,
18588,oleaginous,
18602,diterpenoid acid,
18616,orthogonal pathway,
18627,dioic acid,
18653,overflow_metabolism,
18654,microbial_biomass,
18655,single_cell_protein,
18656,recombinant_protein,
18657,therapeutic_protein,
18665,modular engineering,
18673,malolactic fermentation,
18700,GRAS yeast,
18701,chemical induction,
18706,dough rheology,
18715,nutritional_supplement,
18716,selenium_fortification,
18717,continuous_fermentation,
18739,endoperoxide,
18741,C4-alcohol,
18747,C2-alcohol,
18762,berberine-pathway,
18768,morphinan,
18771,natural opiate,
18815,isoprene,
18818,acetyl-CoA utilization,
18822,Platform Chemicals,
18844,acetylcholinesterase-inhibitor,
18847,novel-compound,
18864,insecticide,
18899,yeast biosynthesis,
18900,non-canonical alkaloid,
18913,tocotrienols,
18916,lipid derivative,
18923,NADPH engineering,
18941,Anticancer precursor,
18943,Yeast metabolic engineering,
18946,rhamnoside,
18972,glycerol conversion,
18980,Kraft pulp residues,
18982,ginsenoside-derivative,
18983,microbial-production,
18991,hydroxylation,
19006,ethylene,
19009,flux balance analysis,
19022,AFEX pretreatment,
19026,cellulosic biomass,
19039,combinatorial,
19051,yeast_engineering,
19076,enzyme_catalyzed,
19086,cellulosic feedstock,
19100,methylation,
19105,cosmetic pigment,
19121,Stress Protection,
19127,shikonin intermediate,
19132,food-safety,
19133,lactic_acid,
19143,gallic acid,
19166,Glycan precursor,
19171,research reagent,
19209,pentose phosphate pathway,
19219,fungal fermentation,
19223,stress-tolerant strain,
19230,methyl_donor,
19252,off-flavor,
19263,biopreservative,
19332,gTME,
19336,L-arabinose fermentation,
19339,perfume-ingredient,
19343,amino acid-based,
19345,Recombinant Production,
19362,precursor for nylon,
19363,precursor for PET,
19365,cellulosic_ethanol,
19375,acetate conversion,
19383,renewable feedstocks,
19392,lignocellulosic feedstocks,
19402,biomass-derivable,
19424,styrene,
19426,decarboxylation,
19427,Enantioselective synthesis,
19431,Enantioselective reduction,
19433,Vicinal diols,
19437,Fusion protein,
19438,Biocatalytic reduction,
19440,ethanol reduction,
19441,non-Saccharomyces yeast,
19459,starch_conversion,
19484,bioengineering,
19487,novel production,
19497,beverage flavoring,
19531,naringenin,
19540,Glycolic acid,
19548,chaperone,
19549,yeast expression,
19561,chemical-intermediate,
19563,chemical-synthesis,
19580,renewable chemicals,
19589,engineered enzyme,
19591,enzyme cocktail,
19596,paper sludge conversion,
19636,SSF process,
19637,high solids loading,
19641,Cyanobacteria,
19651,engineered_yeast,
19675,dynamic control,
19683,yeast_platform,
19687,fatty_alcohol,
19693,de novo synthesis,
19695,biodegradable_polymers,
19696,acrylic_acid,
19697,malonyl-CoA_pathway,
19698,aromatics,
19701,Lycopene,
19733,promoter strategy,
19738,therapeutic precursor,
19753,health product,
19754,flavone C-glycoside,
19759,indirect pathway,
19762,direct glycosylation,
19768,P450,
19769,industrial_intermediate,
19772,synthase_engineering,
19780,precursors,
19794,Mevalonate pathway,
19795,Mitochondrial Repression,
19796,Pyruvate-Derived,
19805,Valencene,
19869,genetically engineered yeast,
19874,acetyl-CoA optimization,
19875,NADH balance,
19880,biochemicals,
19907,platform_chemical,
19946,renewable_energy,
19970,byproduct valorization,
20003,recycling,
20005,carotenoid-derivative,
20028,nutraceuticals,
20030,bioplastics,
20035,therapeutics,
20037,sustainability,
