product_id,product_name,grna_map,description,source_filename,source_doi
1420,Cannabidiol,N/A,"De novo biosynthesis in engineered Saccharomyces cerevisiae by enhancing precursor supply, constructing fusion proteins, and using the vacuolar transporter BPT1 to facilitate CBGA transport for conversion by CBDAS. Achieved a yield of 6.92 mg/L in fed-batch fermentation.",10.1021_acs.jafc.2c05468.pdf,10.1021/acs.jafc.2c05468
1430,N-Acetylglucosamine,sgRNAs targeting PFK1 and PYK1,"A monosaccharide produced by engineered Saccharomyces cerevisiae through metabolic engineering strategies to reduce glucose metabolic rate, used in dietary supplements and therapeutic agents.",10.1021_acs.jafc.8b04291.pdf,10.1021/acs.jafc.8b04291
1432,D-tagatose,N/A,"A rare hexoketose used as a low-calorie sweetener and functional food additive, produced from lactose in cheese whey powder via enzymatic hydrolysis and isomerization.",10.1021_acs.jafc.8b05150.pdf,10.1021/acs.jafc.8b05150
1438,dihydrokaempferol,N/A,Intermediate in kaempferol biosynthesis pathway produced by engineered S. cerevisiae via F3H catalysis.,10.1021_acs.jafc.9b01329.pdf,10.1021/acs.jafc.9b01329
1444,epilactose,N/A,"Prebiotic sugar produced from lactose using recombinant cellobiose 2-epimerase expressed in engineered Saccharomyces cerevisiae. Demonstrates prebiotic effects, anti-carcinogenic, anti-obesity, and hypocholesterolemic properties.",10.1021_acsfoodscitech.1c00183.pdf,10.1021/acsfoodscitech.1c00183
1445,lactulose,N/A,Prebiotic sugar produced as a by-product from lactose via enzymatic isomerization using cellobiose 2-epimerase expressed in engineered Saccharomyces cerevisiae.,10.1021_acsfoodscitech.1c00183.pdf,10.1021/acsfoodscitech.1c00183
1446,α-glycerylphosphorylcholine,N/A,"Accumulates to 1.68 g/L during wheat fermentation using Saccharomyces cerevisiae, used as a nootropic for cognitive health and in cosmetics.",10.1021_acsomega.0c01352.pdf,10.1021/acsomega.0c01352
1449,rosmarinic acid,"gRNA helper vectors used in EasyClone Markerfree toolkit for CRISPR/Cas9 integration (Supplementary Figure S3, N)",Hydroxycinnamic acid ester produced in engineered Saccharomyces cerevisiae via metabolic engineering of aromatic amino acid pathways and heterologous expression of plant/E. coli enzymes. Achieved titers up to 5.93 ± 0.06 mg/L in mineral medium with glucose.,10.1021_acssynbio.0c00048.pdf,10.1021/acssynbio.0c00048
1450,baicalein,N/A,Produced de novo in engineered Saccharomyces cerevisiae via hydroxylation of chrysin at the C6 position using SbaiCYP82D-4 enzyme. Titer reached 4.69 mg/L in SD medium.,10.1021_acssynbio.0c00289.pdf,10.1021/acssynbio.0c00289
1451,baicalin,N/A,Synthesized de novo in yeast by glycosylation of baicalein using EbF7GAT and EbUDPGDH enzymes. Achieved a titer of 5.53 mg/L in SD medium.,10.1021_acssynbio.0c00289.pdf,10.1021/acssynbio.0c00289
1452,norwogonin,N/A,Produced de novo via hydroxylation of chrysin at the C8 position using EgutCYP82D-2 enzyme. Yield reached 7.05 mg/L in SD medium.,10.1021_acssynbio.0c00289.pdf,10.1021/acssynbio.0c00289
1453,wogonin,N/A,Generated by methylation of norwogonin at the C8 position using SbarF8OMT enzyme. Titer achieved was 4.43 mg/L in SD medium.,10.1021_acssynbio.0c00289.pdf,10.1021/acssynbio.0c00289
1454,isowogonin,N/A,Synthesized de novo via methylation of norwogonin at the C7 position using SbarF7OMT enzyme. Production titer was 4.21 mg/L in SD medium.,10.1021_acssynbio.0c00289.pdf,10.1021/acssynbio.0c00289
1455,moslosooflavone,N/A,Produced by dual methylation of norwogonin at C7 and C8 positions using SbarF7OMT and SbarF8OMT enzymes. Yield reached 3.05 mg/L in SD medium.,10.1021_acssynbio.0c00289.pdf,10.1021/acssynbio.0c00289
1456,(2S)-eriodictyol,N/A,"A flavonoid produced in engineered Saccharomyces cerevisiae from (2S)-naringenin using optimized SmF3′H and SmCPR enzymes, achieving a titer of 3.3 g/L. It exhibits health benefits such as myocardial protective, anti-inflammatory, antiapoptotic, and antioxidant effects, and serves as a precursor for plant natural products like taxifolin and silybin.",10.1021_acssynbio.0c00346.pdf,10.1021/acssynbio.0c00346
1460,Chlorogenic Acid,N/A,"A phenolic compound produced by engineered Saccharomyces cerevisiae, with antioxidant, anti-inflammatory, antimicrobial, antiviral, antilipidemic, antiobesity, antidiabetic, antihypertensive, antitumor, hepatoprotective, and neuroprotective activities. Used in food and pharmaceutical industries as a nutraceutical and food additive.",10.1021_acssynbio.1c00487.pdf,10.1021/acssynbio.1c00487
1463,phloretin,N/A,"Dihydrochalcone by-product identified in culture supernatant at ~9 mg/L from engineered Saccharomyces cerevisiae expressing PAL, 4CL, and CHS.",10.1128_AEM.71.6.2962-2969.2005.pdf,10.1128/AEM.71.6.2962-2969.2005
1464,parthenolide,"PAH1, OPI1","A sesquiterpene lactone and direct precursor for the anti-glioblastoma drug ACT001, with anti-cancer properties. Produced de novo in engineered Saccharomyces cerevisiae via heterologous expression of germacrene A synthase (GAS) and three cytochrome P450 enzymes (GAO, COS, PTS).",10.1021_acssynbio.2c00132.pdf,10.1021/acssynbio.2c00132
1465,costunolide,"PAH1, OPI1","A sesquiterpene lactone intermediate in the parthenolide biosynthesis pathway, produced via oxidation of germacrene A acid by costunolide synthase (COS) in engineered Saccharomyces cerevisiae.",10.1021_acssynbio.2c00132.pdf,10.1021/acssynbio.2c00132
1467,10-hydroxygeraniol,N/A,Critical MIA pathway intermediate produced at 5.3 mg/L via cytochrome P450 monooxygenase CrG10H in engineered yeast strains.,10.1021_acssynbio.5b00289.pdf,10.1021/acssynbio.5b00289
1470,10-hydroxycitronellol,N/A,Diverted pathway intermediate (5.6 mg/L) formed via hydroxylation of citronellol or reduction of 10-hydroxygeraniol.,10.1021_acssynbio.5b00289.pdf,10.1021/acssynbio.5b00289
1473,L-fucose,N/A,Monosaccharide produced by engineered Saccharomyces cerevisiae through hydrolysis of intracellular 2'-Fucosyllactose via heterologous α-L-fucosidase expression. Extracellular titer reached 0.41 g/L in batch fermentation.,10.1021_acssynbio.8b00134.pdf,10.1021/acssynbio.8b00134
1480,shinorine,TAL1-targeting gRNA,UV-absorbing mycosporine-like amino acid (MAA) used as a natural sunscreen material,10.1021_acssynbio.8b00388.pdf,10.1021/acssynbio.8b00388
1481,steviol,N/A,"Precursor to steviol glucosides, produced de novo from glucose in engineered Saccharomyces cerevisiae via a pathway involving cytochrome P450 enzymes (KO and KAH) and NADPH-dependent cytochrome P450 reductases (CPRs).",10.1021_acssynbio.8b00470.pdf,10.1021/acssynbio.8b00470
1486,isopentanol,N/A,Advanced biofuel produced via engineered 2-ketoacid recursive pathway in Saccharomyces cerevisiae. Achieves titers up to 1241 mg/L and 86-93% specificity among branched-chain higher alcohols.,10.1021_acssynbio.9b00420.pdf,10.1021/acssynbio.9b00420
1489,"cis,cis-muconic acid (CCM)",N/A,"A six-carbon dicarboxylic acid with two conjugated double bonds, used as a platform chemical for nylon, polyurethanes, terephthalic acid, and functional copolymers in plastics.",10.1016_j.biteb.2020.100395.pdf,10.1016/j.biteb.2020.100395
1492,high-fructose syrup,N/A,"Produced from sugar beet molasses using engineered Saccharomyces cerevisiae ATCC 36858, which selectively ferments glucose to ethanol, yielding syrups with >95% fructose content when initial sugar concentration is below 242.0 g/L.",10.1007_s002530100783.pdf,10.1007/s002530100783
1509,2-Methyl-1-propanol,N/A,"Branched-chain higher alcohol (isobutanol) produced by yeast during high-sugar must fermentation, with concentrations ranging from 29.3 to 45.0 mg/L depending on strain",10.1021_jf021015e.pdf,10.1021/jf021015e
1519,compound K,N/A,"Ginsenoside compound K (CK) produced by engineered Saccharomyces cerevisiae, exhibiting anti-cancer, anti-inflammatory, and anti-allergic properties.",10.1038_cr.2014.28.pdf,10.1038/cr.2014.28
1525,oxygenated taxanes,N/A,Produced via co-culture of engineered E. coli (taxadiene producer) and S. cerevisiae (expressing cytochrome P450s). Precursors for the anti-cancer drug paclitaxel.,10.1038_nbt.3095.pdf,10.1038/nbt.3095
1526,taxadien-5α-acetate-10β-ol,N/A,"Monoacetylated dioxygenated taxane produced by co-culture. Key intermediate in paclitaxel biosynthesis, synthesized from xylose.",10.1186_1475-2859-9-16.pdf,http://www.microbialcellfactories.com/content/9/1/16
1527,ferruginol,N/A,"A diterpenoid metabolite produced heterologously in engineered Saccharomyces cerevisiae yeast strains at titers up to 10.5 mg/L. This bioactive natural product exhibits antibiotic, anti-inflammatory, and antioxidant properties and serves as an intermediate in tanshinone biosynthesis.",10.1073_pnas.1218061110.pdf,10.1073/pnas.1218061110
1528,nootkatone,N/A,Functionalized sesquiterpene fragrance molecule produced via co-culture of E. coli (valencene producer) and S. cerevisiae (expressing CYPs and alcohol dehydrogenase).,10.1038_nbt.3095.pdf,10.1038/nbt.3095
1529,reticuline,N/A,Key branch point benzylisoquinoline alkaloid produced from norlaudanosoline via engineered methyltransferases in Saccharomyces cerevisiae.,10.1038_nchembio.105.pdf,10.1038/nchembio.105
1530,(S)-scoulerine,N/A,Protoberberine alkaloid synthesized from (S)-reticuline using berberine bridge enzyme (BBE) in engineered yeast.,10.1038_nchembio.105.pdf,10.1038/nchembio.105
1531,(S)-tetrahydrocolumbamine,N/A,Methylated protoberberine intermediate produced from (S)-scoulerine via scoulerine 9-O-methyltransferase (SMT) in yeast.,10.1038_nchembio.105.pdf,10.1038/nchembio.105
1532,(S)-tetrahydroberberine,N/A,Berberine pathway intermediate generated from (S)-tetrahydrocolumbamine by cytochrome P450 (CYP719A1) in engineered yeast.,10.1038_nchembio.105.pdf,10.1038/nchembio.105
1533,salutaridine,N/A,Morphinan alkaloid precursor synthesized from (R)-reticuline using human cytochrome P450 CYP2D6 in engineered yeast.,10.1038_nchembio.105.pdf,10.1038/nchembio.105
1535,codeine,N/A,Natural opiate antitussive produced from thebaine via codeinone reduction by COR in engineered yeast.,10.1038_nchembio.1613.pdf,10.1038/nchembio.1613
1536,hydrocodone,N/A,Semisynthetic opioid analgesic produced from thebaine using engineered yeast expressing T6ODM and bacterial morB enzyme.,10.1038_nchembio.1613.pdf,10.1038/nchembio.1613
1537,oxycodone,N/A,Semisynthetic opioid analgesic produced from thebaine via spontaneous hydroxylation and morB reduction in engineered yeast.,10.1038_nchembio.1613.pdf,10.1038/nchembio.1613
1538,hydromorphone,N/A,Semisynthetic opioid analgesic produced from morphine via morA and morB enzymatic transformations in engineered yeast.,10.1038_nchembio.1613.pdf,10.1038/nchembio.1613
1540,neomorphine,N/A,Opiate isomer byproduct generated from neopine demethylation by CODM in engineered yeast.,10.1038_nchembio.1613.pdf,10.1038/nchembio.1613
1544,noscapine,N/A,Anticancer alkaloid produced via a 14-step biosynthetic pathway from norlaudanosoline in engineered Saccharomyces cerevisiae expressing 16 heterologous plant enzymes.,10.1038_ncomms12137.pdf,10.1038/ncomms12137
1545,narcotoline,N/A,"Pathway intermediate in noscapine biosynthesis, produced in yeast via enzymatic conversion by PsCXE1 and PsSDR1.",10.1038_ncomms12137.pdf,10.1038/ncomms12137
1546,1-hydroxycanadine,N/A,"Novel protoberberine alkaloid synthesized in yeast engineered to express CYP82Y1, not naturally found in plants.",10.1038_ncomms12137.pdf,10.1038/ncomms12137
1547,N-methylophiocarpine,N/A,Novel protoberberine derivative produced in yeast strains expressing TNMT and CYP82X2.,10.1038_ncomms12137.pdf,10.1038/ncomms12137
1552,Remazol Blue,N/A,Reactive textile dye bioaccumulated by Saccharomyces cerevisiae for wastewater treatment.,10.1016_S0032-9592(03)00034-7.pdf,10.1016/S0032-9592(03)00034-7
1553,Remazol Black B,N/A,Reactive textile dye bioaccumulated by Saccharomyces cerevisiae for wastewater treatment.,10.1016_S0032-9592(03)00034-7.pdf,10.1016/S0032-9592(03)00034-7
1554,Remazol Red RB,N/A,Reactive textile dye bioaccumulated by Saccharomyces cerevisiae for wastewater treatment.,10.1016_S0032-9592(03)00034-7.pdf,10.1016/S0032-9592(03)00034-7
1555,bisabolane,N/A,"A biosynthetic alternative to D2 diesel fuel, identified via chemical hydrogenation of bisabolene. It has a cetane number within the range of D2 diesel and superior cold properties.",10.1038_ncomms1494.pdf,10.1038/ncomms1494
1559,farnesane,N/A,"The fully reduced form of the linear terpene farnesene, mentioned as an alternative biosynthetic diesel being pursued in the market. It was also a byproduct in the hydrogenation of commercial bisabolene.",10.1002_bab.1529.pdf,10.1002/bab.1529
1560,docosanol,N/A,"A saturated very-long-chain fatty alcohol (C22H46O) used as an emollient, emulsifier, thickener in cosmetics and nutritional supplements, and approved as a pharmaceutical antiviral agent for reducing the duration of cold sores caused by the herpes simplex virus.",10.1038_ncomms15587.pdf,10.1038/ncomms15587
1561,very-long-chain fatty acids (VLCFAs),N/A,"Fatty acids with chain lengths of 22-26 carbons (e.g., C22:0, C24:0, C26:0), which are essential biological components and precursors for valuable chemicals like fatty alcohols and waxes.",Genetic-Biosensor-Design-for-Natural-Product-Biosy.pdf,10.1016/j.tibtech.2020.03.013
1562,very-long-chain fatty alcohols (VLCFAlc),N/A,"Alcohols derived from VLCFAs, such as docosanol, used in various industrial applications including lubricants, detergents, and coatings.",10.1038_ncomms11709.pdf,10.1038/ncomms11709
1564,dihydrosanguinarine,N/A,"A plant benzylisoquinoline alkaloid (BIA) produced from (R,S)-norlaudanosoline in engineered Saccharomyces cerevisiae via a reconstituted 10-gene pathway. Dihydrosanguinarine is the immediate precursor to sanguinarine.",10.1038_ncomms4283.pdf,10.1038/ncomms4283
1566,N-methylscoulerine,N/A,"A side-product (quaternary BIA) synthesized by the promiscuous activity of tetrahydroprotoberberine cis-N-methyltransferase (TNMT) on scoulerine. Also known as cyclanoline, an acetylcholinesterase inhibitor.",10.1038_ncomms4283.pdf,10.1038/ncomms4283
1567,N-methylcheilanthifoline,N/A,A side-product (quaternary BIA) synthesized by the promiscuous activity of TNMT on cheilanthifoline. This compound had not been previously detected in plants.,10.1038_ncomms4283.pdf,10.1038/ncomms4283
1568,L-ornithine,N/A,"An intermediate of L-arginine biosynthesis, used as a dietary supplement and as a precursor for putrescine (a nylon monomer) and tropane alkaloids. Engineered Saccharomyces cerevisiae produced a titre of 1,041 mg/L in shake-flask cultures and 5.1 g/L in fed-batch cultivations.",10.1038_ncomms9224.pdf,10.1038/ncomms9224
1569,ginsenoside Rh2,N/A,"A rare ginsenoside with cancer prevention and therapy properties, produced in engineered Saccharomyces cerevisiae from glucose via metabolic engineering of the mevalonic acid pathway and optimization of UDP-glycosyltransferase (UGT) activity.",10.1038_s41421-018-0075-5.pdf,10.1038/s41421-018-0075-5
1571,dammarenediol II (DM),N/A,"A triterpenoid precursor to PPD, accumulated during the fermentation process and subsequently converted to PPD by engineered P450 enzymes in the yeast chassis.",10.1111_j.1472-765X.2012.03295.x.pdf,10.1111/j.1472-765X.2012.03295.x
1575,"1,8-Cineole",N/A,Monoterpene ether produced by engineered yeast; used in pharmaceuticals and flavors.,10.1038_s41467-019-11290-x.pdf,https://doi.org/10.1038/s41467-019-11290-x
1576,Camphene,N/A,Monoterpene produced by engineered yeast; used in synthetic chemistry and as a biofuel.,10.1038_s41467-019-11290-x.pdf,https://doi.org/10.1038/s41467-019-11290-x
1577,β-Phellandrene,N/A,Monoterpene produced by engineered yeast; used in flavors and fragrances.,10.1038_s41467-019-11290-x.pdf,https://doi.org/10.1038/s41467-019-11290-x
1578,trans-Sabin-3-ol,N/A,Oxidized monoterpenoid produced by engineered yeast via cytochrome P450 oxidation of sabinene.,10.1038_s41467-019-11290-x.pdf,https://doi.org/10.1038/s41467-019-11290-x
1579,tropine,N/A,"A key intermediate in the biosynthetic pathway of medicinal tropane alkaloids such as scopolamine, produced de novo from simple carbon and nitrogen sources in engineered Saccharomyces cerevisiae.",10.1038_s41467-019-11588-w.pdf,https://doi.org/10.1038/s41467-019-11588-w
1580,cinnamoyltropine,N/A,"A non-canonical tropane alkaloid produced de novo by combining biosynthetic modules from distant plant lineages in engineered yeast, demonstrating the platform's utility for discovering TA derivatives.",10.1038_s41467-019-11588-w.pdf,https://doi.org/10.1038/s41467-019-11588-w
1582,N-methylpyrrolinium (NMPy),N/A,"A key intermediate in the tropane alkaloid biosynthetic pathway, produced from putrescine in engineered yeast through optimization of methyltransferase and oxidase activities.",10.1021_acssynbio.8b00483.pdf,10.1021/acssynbio.8b00483
1586,p-coumaric acid (p-HCA),N/A,"Aromatic amino acid-derived precursor for many commercially valuable chemicals, produced in engineered Saccharomyces cerevisiae. Achieved a maximum titer of 12.5 g L−1 and a yield of 154.9 mg g−1 on glucose.",Genetic-Biosensor-Design-for-Natural-Product-Biosy.pdf,10.1016/j.tibtech.2020.03.013
1589,Vitamin E tocotrienols,N/A,Fermentative production in engineered Saccharomyces cerevisiae by combining heterologous genes from photosynthetic organisms with the endogenous shikimate and mevalonate pathways. Achieved a yield of up to 7.6 mg/g DCW and a titer of 320 mg/L in high-density fermentation using a cold-shock-triggered temperature control system.,10.1038_s41467-020-18958-9.pdf,https://doi.org/10.1038/s41467-020-18958-9
1590,Oleoylethanolamide (OEA),N/A,"A phospholipid derivative with pharmacological applications in ameliorating lipid dysfunction and neurobehavioral symptoms, produced de novo in engineered Saccharomyces cerevisiae.",10.1038_s41589-019-0431-2.pdf,https://doi.org/10.1038/s41589-019-0431-2
1596,sym-homospermidine,N/A,Uncommon polyamine produced by introducing homospermidine synthase into the spermidine platform strain,10.1038_s41929-021-00631-z.pdf,https://doi.org/10.1038/s41929-021-00631-z
1597,spermine (SPM),N/A,Tetra-amine polyamine produced by introducing spermine synthase into the engineered yeast platform,10.1038_s41929-021-00631-z.pdf,https://doi.org/10.1038/s41929-021-00631-z
1598,thermospermine,N/A,Spermine isomer produced by introducing thermospermine synthase (AtACL5) into the yeast platform,10.1038_s41929-021-00631-z.pdf,https://doi.org/10.1038/s41929-021-00631-z
1599,trypanothione,N/A,"N1,N10-bis(glutathionyl)spermidine produced by introducing trypanothione synthetase into the engineered yeast",10.1038_s41929-021-00631-z.pdf,https://doi.org/10.1038/s41929-021-00631-z
1600,kukoamines,N/A,Polyamine-dihydrocaffeic acid conjugates produced using N-hydrocinnamoyltransferases and CoA ligase systems,10.1038_s41929-021-00631-z.pdf,https://doi.org/10.1038/s41929-021-00631-z
1601,spermidine-p-hydroxycinnamic acid conjugates,N/A,"Mono-, di-, and tri-substituted phenolamides produced through synthetic microbial consortia of polyamine and aromatic yeast strains",10.1016_j.ymben.2006.11.001.pdf,10.1016/j.ymben.2006.11.001
1603,vindoline,N/A,"A plant-derived monoterpene indole alkaloid (MIA) produced from tabersonine by metabolically engineered Saccharomyces cerevisiae. Through CRISPR/Cas9-mediated multiplex genome integration and multiple metabolic engineering strategies, the final production titer reached ~16.5 mg/L, representing more than 3,800,000-fold improvement over the parent strain. Vindoline serves as the key biosynthetic precursor to the anticancer drugs vinblastine and vincristine.",10.1038_s42003-021-02617-w.pdf,https://doi.org/10.1038/s42003-021-02617-w
1604,ginsenoside Rg2,N/A,"A rhamnosylated protopanaxatriol-type ginsenoside produced de novo from glucose by engineered Saccharomyces cerevisiae. Achieved a maximum yield of 1.3 g/L through fed-batch fermentation. Exhibits anti-inflammatory, neuroprotective, and metabolic disease amelioration activities.",10.1038_s42003-022-03740-y.pdf,https://doi.org/10.1038/s42003-022-03740-y
1605,ginsenoside Re,N/A,"A rhamnosylated protopanaxatriol-type ginsenoside produced de novo from glucose by engineered Saccharomyces cerevisiae. Achieved a maximum yield of 3.6 g/L through fed-batch fermentation. Demonstrates cardioprotective, anti-ischemic, and anti-arrhythmic effects.",10.1038_s42003-022-03740-y.pdf,https://doi.org/10.1038/s42003-022-03740-y
1609,Pinostilbene,N/A,A stilbenoid compound produced in engineered Saccharomyces cerevisiae.,10.1038_srep36827.pdf,10.1038/srep36827
1610,Pterostilbene,N/A,A methylated stilbenoid produced in engineered Saccharomyces cerevisiae.,10.1038_srep36827.pdf,10.1038/srep36827
1613,Cellulose nanofibers,N/A,"Nanoscale cellulose fibers (also called nanocelluloses, microfibrillated cellulose, or cellulose nanocrystals) produced as a co-product during fermentation of Kraft pulp residues. The consolidated bioprocessing increases cellulosic content from 78% to 87% and achieves nanofibrillation without high-energy mechanical processing, representing a multibillion-dollar industry potential for applications in food, hygiene, medical, cosmetic, and pharmaceutical products.",10.1039_C8GC03864C.pdf,10.1039/C8GC03864C
1617,"3,6-anhydro-L-galactitol",LAC12 integrated at chromosome XVI (CS8); LAC4 integrated at chromosome VII (CS6) using CRISPR-Cas9,"A novel platform chemical and anhydrohexitol sugar alcohol produced from red macroalgal agarose via metabolically engineered Saccharomyces cerevisiae. The engineered strain D452-L124 expresses heterologous lactose permease (LAC12) and β-galactosidase (LAC4) from Kluyveromyces lactis for agarobiose uptake and hydrolysis, with endogenous aldose reductase (GRE3) converting AHG to AHGol. Achieved 41.18 g/L titer with 0.47 g/g yield in fed-batch fermentation. Can be chemically converted to isosorbide for bioplastic production.",10.1039_C9GC04265B.pdf,10.1039/c9gc04265b
1619,(+)-valencene,N/A,"Sesquiterpene precursor to (+)-nootkatone with citrus fruit aroma, produced via metabolic engineering of Saccharomyces cerevisiae expressing (+)-valencene synthase CnVS combined with MVA pathway optimization.",10.1186_s12934-020-1295-6.pdf,https://doi.org/10.1186/s12934-020-1295-6
1620,β-nootkatol,N/A,"A hydroxylated sesquiterpenoid product of (+)-valencene oxidation, serving as an intermediate to (+)-nootkatone. Produced through whole-cell biotransformation using engineered S. cerevisiae expressing HPO, AtCPR, and ADH1. Achieved 327.8 mg/L in resting cell assays (PK2-35) and 95.7 mg/L in cell culture (PK2-25).",10.1039_c9ra05558d.pdf,10.1039/c9ra05558d
1622,Ethylene,N/A,"Ethylene (ethene) production in genetically engineered Saccharomyces cerevisiae via two metabolic routes: plant pathway (using ACC synthase and ACC oxidase with S-adenosylmethionine) and microbial pathway (using ethylene-forming enzyme from Pseudomonas syringae with 2-oxoglutarate and arginine). Flux balance analysis predicted maximal yields of 7-8 mol ethylene/10 mol glucose. The microbial system showed superior performance with experimental production rates of 147-210 mg/g dry weight/h. Optimization strategies include using glutamate as nitrogen source, modifying glutamate dehydrogenase cofactor specificity from NADP to NAD, and proline supplementation.",10.1049_iet-syb.2010.0027.pdf,10.1049/iet-syb.2010.0027
1623,(S)-reticuline,N/A,"Key intermediate in benzylisoquinoline alkaloid biosynthesis, produced from dopamine using crude enzymes from transgenic Escherichia coli. Final yield of 55 mg/liter within 1 hour. Nonnarcotic alkaloid of pharmaceutical significance for antimalarial and anticancer drug development.",10.1073_pnas.0802981105.pdf,10.1073/pnas.0802981105
1624,magnoflorine,N/A,"Aporphine alkaloid produced from dopamine via reticuline using co-cultures of transgenic Escherichia coli and Saccharomyces cerevisiae cells. Final yield of 7.2 mg/liter culture medium within 72 hours. Has medicinal properties including protecting HDL during oxidant stress, preventing atherosclerotic disease, and inhibiting HIV-1 cell-killing.",10.1073_pnas.0802981105.pdf,10.1073/pnas.0802981105
1634,C-16α hydroxy-β-amyrin,N/A,"β-amyrin hydroxylated at C-16α position by CYP716Y1 from Bupleurum falcatum, produced by engineered Saccharomyces cerevisiae",10.1371_journal.pone.0231980.pdf,10.1371/journal.pone.0231980
1635,C-16α hydroxy-α-amyrin,N/A,"α-amyrin hydroxylated at C-16α position by CYP716Y1 from Bupleurum falcatum, produced by engineered Saccharomyces cerevisiae",10.1002_aic.16370.pdf,10.1002/aic.16370
1637,3-O-Glc-oleanolic acid,N/A,Monoglucosylated saponin produced by engineered Saccharomyces cerevisiae expressing UGT73C11 glucosyltransferase,10.1002_aic.16370.pdf,10.1002/aic.16370
1639,strictosidine,N/A,"The central biosynthetic intermediate for all monoterpene indole alkaloids, produced de novo in Saccharomyces cerevisiae through metabolic engineering of 21 plant-derived genes and 3 gene deletions, reaching titers of ~0.5 mg/L",10.1073_pnas.1423555112.pdf,10.1073/pnas.1423555112
1644,Fructooligosaccharides (nystose),N/A,"Nystose (GF3) produced via transfructosylation activity of invertases from Saccharomyces cerevisiae CAT-1 and Rhodotorula mucilaginosa at high sucrose concentrations (>10%), reaching 13.3 g/L (S. cerevisiae) and 12.6 g/L (R. mucilaginosa) with 20% sucrose.",10.1007_s00449-014-1230-5.pdf,10.1007/s00449-014-1230-5
1662,3-methylphenol,N/A,"Platform chemical and antiseptic additive produced de novo in engineered Saccharomyces cerevisiae via heterologous expression of 6-methylsalicylic acid synthase (MSAS) and 6-MSA decarboxylase. Exhibits antimicrobial, antifungal, and protein stabilizing properties. Used as preservative in pharmaceuticals and as precursor for menthol and vitamin synthesis.",10.1093_femsyr_foaa063.pdf,10.1093/femsyr/foaa063
1663,3-methylanisole,N/A,"Produced by in vivo methylation of 3-methylphenol using orcinol-O-methyltransferase (OOMT2) from Chinese rose hybrids. Less toxic and more volatile than 3-MP, extracted using dodecane. Valuable precursor for high-priced flavor compound vanillin.",10.1093_femsyr_foaa063.pdf,10.1093/femsyr/foaa063
1670,Heterologous proteins,N/A,"Mentioned as one of the products S. cerevisiae is utilized for in industrial biotechnology, though no specific details are provided in this paper.",10.1021_bp034156p.pdf,10.1021/bp034156p
1672,3-geranyl-4-hydroxybenzoate acid,N/A,"An important intermediate in the shikonin biosynthesis pathway. Produced by engineered Saccharomyces cerevisiae through heterologous expression of p-hydroxybenzoate:geranyltransferase (PGT) from Arnebia euchroma. Production was optimized by engineering both the mevalonate pathway (overexpressing tHMG1) and shikimic pathway (overexpressing codon-optimized UbiC), achieving a titer of 179.29 mg/L in shake flask fermentation.",10.1093_femsyr_fox065.pdf,10.1093/femsyr/fox065
1678,"cis, cis-muconic acid",pRCC-N zwf1 gRNA (for CRISPR/Cas9-mediated ZWF1 locus modification),"Produced in engineered Saccharomyces cerevisiae via the shikimate pathway from glucose. Achieved a titer of 1244 mg L-1 with a yield of 31 mg g-1 glucose, representing the highest yield reported in yeast. Key precursor for adipic acid used in nylon, plastics, lubricants and softeners.",10.1016_j.meteno.2018.02.001.pdf,10.1016/j.meteno.2018.02.001
1679,gallic acid,pRCC-N zwf1 gRNA (for CRISPR/Cas9-mediated ZWF1 locus modification),"First-time production demonstrated in Saccharomyces cerevisiae, reaching 682 mg L-1 from glucose. Phenolic compound with antioxidant, anti-inflammative, antimutagenic and anticancer properties. Applications in pharmaceutical and chemical industries.",10.1093_femsyr_foy017.pdf,10.1093/femsyr/foy017
1696,CO2,N/A,"Gaseous metabolic product of engineered Saccharomyces cerevisiae central carbon metabolism. Production rates range from 15.4-34.4 mmol g-1 h-1. Ratio of CO2 to ethanol increases more than 50% with decreasing glucose uptake rates, indicating increased TCA cycle flux.",10.1016_j.jbiotec.2016.10.002.pdf,10.1016/j.jbiotec.2016.10.002
1716,Invertase,N/A,β-fructofuranosidase enzyme produced both extracellularly and intracellularly by a thermotolerant mutant of Saccharomyces cerevisiae during molasses fermentation at 40°C. The mutant exhibited 1.8-fold higher extracellular (1839 IU l⁻¹ h⁻¹) and 2.6-fold higher intracellular (8575 IU l⁻¹ h⁻¹) productivity compared to the wild parent.,10.1111_j.1472-765X.2005.01663.x.pdf,10.1111/j.1472-765X.2005.01663.x
1726,L-malic acid,N/A,"Organic acid present in wine after fermentation of high-sugar must, with strain-dependent concentrations of 0.41–0.76 g/L affecting wine acidity profile",10.1128_AEM.02591-07.pdf,10.1128/AEM.02591-07
1736,Fusel alcohols,N/A,Higher alcohols (fusel alcohols) produced as byproducts during fermentation of blackstrap molasses by Saccharomyces cerevisiae. Yield minimized to 0.23 g per 100 L under optimized conditions.,10.1111_j.1472-765X.2008.02446.x.pdf,10.1111/j.1472-765X.2008.02446.x
1738,Aldehydes,N/A,"Aldehyde byproducts formed during fermentation, measured by potassium permanganate test time (PTT). Minimized to 14.6 minutes under optimized conditions.",10.1002_bit.25856.pdf,10.1002/bit.25856
